order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order,,,,,,
3061725,411,6,0,17,17,,,,,,
426050,411,7,5,19,30,,,,,,
183497,411,8,2,18,18,,,,,,
2985018,411,9,3,19,1,,,,,,
826708,411,10,1,18,19,,,,,,
743912,411,11,0,10,30,,,,,,
2050098,411,12,1,18,30,,,,,,
2912497,412,1,4,19,,,,,,,
1590018,412,2,2,19,30,,,,,,
1447357,412,3,0,17,30,,,,,,
2110181,412,4,5,20,5,,,,,,
1048290,412,5,4,17,20,,,,,,
596147,413,1,3,12,,,,,,,
1825769,413,2,1,16,12,,,,,,
2291472,413,3,2,11,15,,,,,,
3075763,413,4,3,12,29,,,,,,
408061,413,5,1,15,12,,,,,,
1402752,413,6,2,11,8,,,,,,
1603083,413,7,6,16,4,,,,,,
23905,413,8,6,9,7,,,,,,
976767,413,9,2,9,10,,,,,,
1016782,413,10,1,7,13,,,,,,
1867827,413,11,3,16,9,,,,,,
542016,413,12,1,14,5,,,,,,
2152895,413,13,5,9,4,,,,,,
97902,413,14,2,11,4,,,,,,
467146,413,15,0,13,5,,,,,,
1205239,413,16,3,9,3,,,,,,
1419728,413,17,1,13,5,,,,,,
1309568,413,18,3,14,2,,,,,,
1356830,413,19,1,7,5,,,,,,
1679081,413,20,5,12,4,,,,,,
2761369,413,21,2,11,4,,,,,,
2565051,414,1,2,15,,,,,,,
3141221,414,2,5,10,30,,,,,,
1526078,414,3,5,13,30,,,,,,
1363964,414,4,4,16,20,,,,,,
1530705,415,1,4,5,,,,,,,
2991406,415,2,4,12,7,,,,,,
2878412,415,3,6,6,16,,,,,,
2084373,415,4,2,20,30,,,,,,
2333435,415,5,3,23,8,,,,,,
571823,415,6,5,11,9,,,,,,
1918388,415,7,4,7,30,,,,,,
855777,416,1,2,17,,,,,,,
647695,416,2,1,5,30,,,,,,
353094,416,3,3,22,23,,,,,,
2070379,416,4,1,7,30,,,,,,
1962929,417,1,0,12,,,,,,,
264107,417,2,1,11,30,,,,,,
3059709,417,3,4,18,3,,,,,,
618225,417,4,2,12,30,,,,,,
2700312,417,5,6,14,11,,,,,,
3185594,417,6,6,13,30,,,,,,
2536560,417,7,4,17,30,,,,,,
2036672,417,8,4,18,21,,,,,,
19282,417,9,3,18,13,,,,,,
1560176,417,10,3,15,14,,,,,,
527312,418,1,5,17,,,,,,,
357399,418,2,2,18,30,,,,,,
2148822,418,3,1,14,13,,,,,,
837024,418,4,1,10,28,,,,,,
520221,418,5,3,20,9,,,,,,
1217404,418,6,6,20,30,,,,,,
136223,418,7,3,18,30,,,,,,
1940613,418,8,0,18,25,,,,,,
3073553,418,9,6,17,13,,,,,,
942516,419,1,2,13,,,,,,,
1859331,419,2,1,13,27,,,,,,
1736060,419,3,1,12,7,,,,,,
2367230,419,4,1,12,28,,,,,,
3339412,419,5,1,12,7,,,,,,
2559863,419,6,1,12,14,,,,,,
1913631,419,7,1,13,7,,,,,,
2835197,419,8,1,12,7,,,,,,
501982,419,9,1,14,14,,,,,,
3109261,419,10,2,12,15,,,,,,
2867582,419,11,4,11,9,,,,,,
681098,419,12,1,12,4,,,,,,
1966310,419,13,1,12,7,,,,,,
2068989,419,14,1,13,7,,,,,,
1404772,419,15,1,13,7,,,,,,
2650636,419,16,1,12,7,,,,,,
2254897,419,17,1,16,7,,,,,,
3107983,419,18,1,14,7,,,,,,
2745332,419,19,1,12,7,,,,,,
1348429,419,20,1,12,7,,,,,,
2039943,419,21,1,12,7,,,,,,
268986,419,22,1,13,7,,,,,,
1371896,419,23,1,12,7,,,,,,
3410306,419,24,1,13,7,,,,,,
1449813,419,25,1,12,21,,,,,,
673175,420,1,0,18,,,,,,,
1152087,420,2,4,18,18,,,,,,
58188,420,3,6,13,23,,,,,,
858092,420,4,1,19,30,,,,,,
119314,420,5,3,19,16,,,,,,
1178370,420,6,0,17,30,,,,,,
2839173,420,7,5,13,30,,,,,,
1140863,420,8,3,18,5,,,,,,
1505091,420,9,6,16,3,,,,,,
1739100,420,10,3,12,4,,,,,,
1151023,420,11,4,12,8,,,,,,
1981281,420,12,1,11,4,,,,,,
2643554,420,13,4,14,3,,,,,,
1071449,420,14,5,19,1,,,,,,
85374,420,15,1,14,10,,,,,,
3180788,420,16,2,18,1,,,,,,
2712773,420,17,5,14,17,,,,,,
2173349,420,18,3,14,5,,,,,,
2322536,420,19,2,10,6,,,,,,
957692,420,20,1,12,6,,,,,,
2332460,420,21,5,17,11,,,,,,
2903145,420,22,4,9,6,,,,,,
1266894,420,23,5,7,8,,,,,,
2354731,421,1,2,8,,,,,,,
1020590,421,2,3,10,30,,,,,,
3166642,421,3,0,11,4,,,,,,
437145,421,4,1,12,30,,,,,,
2815275,422,1,2,12,,,,,,,
1321222,422,2,2,13,14,,,,,,
55675,422,3,3,13,22,,,,,,
606544,422,4,4,9,8,,,,,,
405788,422,5,0,15,3,,,,,,
931798,422,6,6,8,6,,,,,,
2248482,422,7,1,12,2,,,,,,
1563817,422,8,5,13,18,,,,,,
2047628,422,9,4,12,6,,,,,,
3393454,422,10,0,16,3,,,,,,
1083818,422,11,3,18,3,,,,,,
2649978,422,12,1,16,5,,,,,,
109860,422,13,5,16,4,,,,,,
1081296,422,14,5,7,14,,,,,,
3283188,422,15,1,15,3,,,,,,
304021,422,16,0,10,6,,,,,,
18934,422,17,5,10,5,,,,,,
392105,422,18,6,14,8,,,,,,
2772916,422,19,0,13,8,,,,,,
2415498,422,20,4,16,4,,,,,,
647796,422,21,6,16,9,,,,,,
510625,422,22,3,5,18,,,,,,
1115504,422,23,3,16,21,,,,,,
288272,422,24,4,13,8,,,,,,
1227187,422,25,3,14,6,,,,,,
190955,422,26,0,14,11,,,,,,
1893801,422,27,6,14,6,,,,,,
2185735,422,28,4,11,30,,,,,,
514848,423,1,1,10,,,,,,,
1512232,423,2,2,10,8,,,,,,
1665683,423,3,2,11,7,,,,,,
1849798,423,4,2,13,7,,,,,,
2087896,423,5,1,13,6,,,,,,
752670,423,6,2,15,8,,,,,,
3272366,423,7,2,11,14,,,,,,
3064742,423,8,2,16,7,,,,,,
98810,423,9,2,13,7,,,,,,
317303,423,10,2,15,7,,,,,,
438906,423,11,2,11,21,,,,,,
2912668,423,12,2,12,7,,,,,,
516247,423,13,2,11,7,,,,,,
1788591,423,14,2,11,7,,,,,,
3154347,423,15,2,14,7,,,,,,
1253247,423,16,2,11,7,,,,,,
1758020,423,17,2,13,14,,,,,,
675434,423,18,2,10,7,,,,,,
3096825,423,19,2,11,7,,,,,,
3359468,423,20,2,12,14,,,,,,
1413070,423,21,2,15,14,,,,,,
1274931,423,22,2,11,7,,,,,,
2505571,423,23,2,13,7,,,,,,
2126299,423,24,2,10,7,,,,,,
630269,423,25,2,11,7,,,,,,
301467,423,26,2,10,14,,,,,,
3380101,423,27,2,14,7,,,,,,
751869,423,28,2,10,7,,,,,,
691198,423,29,2,9,21,,,,,,
1270825,423,30,2,10,14,,,,,,
970507,423,31,2,9,7,,,,,,
2341963,423,32,2,14,0,,,,,,
3291926,423,33,2,10,7,,,,,,
1612591,423,34,1,15,6,,,,,,
591747,423,35,2,9,1,,,,,,
1061719,423,36,1,13,20,,,,,,
1800166,423,37,2,11,1,,,,,,
13731,423,38,2,10,7,,,,,,
2150710,423,39,2,15,14,,,,,,
1620956,423,40,3,10,15,,,,,,
1792418,423,41,1,9,5,,,,,,
2445421,423,42,2,9,1,,,,,,
1676841,423,43,2,13,7,,,,,,
2267061,424,1,6,14,,,,,,,
1569459,424,2,2,17,24,,,,,,
1529685,424,3,1,12,13,,,,,,
2185407,424,4,1,14,7,,,,,,
1088553,424,5,2,14,30,,,,,,
2257836,425,1,3,17,,,,,,,
3216542,425,2,0,19,4,,,,,,
2217301,425,3,2,16,9,,,,,,
2190380,425,4,0,14,5,,,,,,
1964491,425,5,6,15,30,,,,,,
3133931,425,6,5,14,13,,,,,,
2942129,425,7,5,10,21,,,,,,
1902284,425,8,5,9,21,,,,,,
1473219,426,1,1,16,,,,,,,
3145173,426,2,1,11,14,,,,,,
3204741,426,3,3,9,9,,,,,,
2870112,426,4,2,9,20,,,,,,
2776412,426,5,2,9,14,,,,,,
2639220,426,6,1,13,6,,,,,,
471968,426,7,3,9,9,,,,,,
3207349,426,8,3,10,21,,,,,,
1300693,426,9,3,13,7,,,,,,
2092063,426,10,5,11,16,,,,,,
2577069,426,11,1,10,10,,,,,,
1543816,426,12,3,11,23,,,,,,
2429055,426,13,1,16,30,,,,,,
1643238,426,14,2,12,30,,,,,,
3412510,427,1,1,18,,,,,,,
425731,427,2,0,21,30,,,,,,
37156,427,3,4,1,18,,,,,,
2476116,427,4,6,12,16,,,,,,
1222893,427,5,3,11,30,,,,,,
1186632,427,6,3,11,0,,,,,,
446374,427,7,2,13,30,,,,,,
241322,427,8,2,22,14,,,,,,
65467,427,9,1,10,30,,,,,,
968480,428,1,0,11,,,,,,,
388795,428,2,4,17,30,,,,,,
225256,428,3,4,10,30,,,,,,
2314209,428,4,5,16,30,,,,,,
2212187,429,1,4,15,,,,,,,
495649,429,2,1,11,11,,,,,,
1192280,429,3,0,10,30,,,,,,
2325638,429,4,6,9,13,,,,,,
147856,429,5,5,20,6,,,,,,
3392319,429,6,2,18,11,,,,,,
312514,429,7,1,17,6,,,,,,
2551574,429,8,1,16,7,,,,,,
1061051,429,9,3,7,2,,,,,,
1568985,429,10,1,18,19,,,,,,
938348,429,11,6,13,12,,,,,,
1439776,429,12,0,20,8,,,,,,
2611201,429,13,6,10,13,,,,,,
3405568,429,14,0,19,22,,,,,,
1624069,429,15,0,12,7,,,,,,
1977918,429,16,0,15,14,,,,,,
883060,429,17,6,9,20,,,,,,
1046841,429,18,0,11,8,,,,,,
1015834,429,19,0,15,7,,,,,,
1997151,429,20,2,20,2,,,,,,
1324022,429,21,1,19,20,,,,,,
3064572,429,22,2,18,8,,,,,,
2612378,429,23,5,16,10,,,,,,
1506061,429,24,1,15,3,,,,,,
2428803,429,25,4,15,24,,,,,,
755273,429,26,4,16,7,,,,,,
319000,429,27,3,18,13,,,,,,
46916,429,28,2,15,13,,,,,,
942311,429,29,2,12,14,,,,,,
1899614,429,30,4,14,16,,,,,,
755125,430,1,0,19,,,,,,,
150209,430,2,2,20,30,,,,,,
1839325,430,3,2,3,7,,,,,,
2148166,430,4,4,11,30,,,,,,
2119690,430,5,6,17,2,,,,,,
27896,430,6,2,7,3,,,,,,
1129657,430,7,3,17,1,,,,,,
3363124,430,8,0,13,4,,,,,,
2608193,430,9,6,14,6,,,,,,
624895,431,1,5,7,,,,,,,
1396903,431,2,5,16,7,,,,,,
2051801,431,3,5,11,7,,,,,,
2713630,431,4,6,8,8,,,,,,
2697538,431,5,3,6,11,,,,,,
2571408,431,6,3,10,7,,,,,,
381082,431,7,4,12,8,,,,,,
3333135,431,8,5,8,15,,,,,,
1068479,431,9,5,12,7,,,,,,
539212,431,10,5,10,7,,,,,,
1633000,432,1,6,13,,,,,,,
3134028,432,2,0,12,8,,,,,,
1578115,432,3,2,21,9,,,,,,
1124230,432,4,0,18,5,,,,,,
2971692,432,5,0,18,7,,,,,,
2458111,432,6,4,19,4,,,,,,
282441,432,7,0,17,17,,,,,,
881118,432,8,4,10,4,,,,,,
802962,432,9,2,18,5,,,,,,
2859815,432,10,4,18,2,,,,,,
1157618,432,11,0,19,10,,,,,,
1768794,432,12,3,19,3,,,,,,
451619,432,13,6,20,3,,,,,,
2958866,432,14,0,18,8,,,,,,
208711,432,15,3,18,3,,,,,,
1707759,432,16,0,17,4,,,,,,
1648078,432,17,4,19,4,,,,,,
2192553,432,18,6,18,2,,,,,,
2219585,432,19,0,18,15,,,,,,
1285004,432,20,0,9,7,,,,,,
1641842,432,21,1,17,1,,,,,,
338671,432,22,6,8,5,,,,,,
1377148,432,23,4,9,12,,,,,,
3046004,432,24,0,19,3,,,,,,
688177,432,25,4,9,4,,,,,,
1559149,432,26,4,19,0,,,,,,
2075601,432,27,0,17,3,,,,,,
2262130,432,28,6,9,6,,,,,,
2699310,432,29,0,18,1,,,,,,
948277,432,30,4,20,4,,,,,,
1655785,432,31,0,15,3,,,,,,
1198910,432,32,6,8,13,,,,,,
1378440,432,33,6,17,7,,,,,,
1175262,432,34,6,16,7,,,,,,
1608102,432,35,0,18,1,,,,,,
3303129,432,36,6,9,6,,,,,,
1115786,432,37,1,17,2,,,,,,
3323140,432,38,3,19,2,,,,,,
2018981,432,39,1,9,5,,,,,,
693264,432,40,6,9,26,,,,,,
1215403,432,41,6,17,7,,,,,,
1325537,432,42,3,18,11,,,,,,
3078821,432,43,0,17,11,,,,,,
2284425,432,44,4,18,4,,,,,,
2429747,432,45,4,16,7,,,,,,
592175,432,46,2,16,5,,,,,,
1158980,432,47,6,16,4,,,,,,
2701191,432,48,2,17,24,,,,,,
2876615,432,49,5,17,17,,,,,,
3368518,432,50,0,14,2,,,,,,
221132,432,51,4,17,4,,,,,,
1561870,432,52,0,11,3,,,,,,
488785,432,53,0,19,7,,,,,,
2736830,433,1,3,10,,,,,,,
1471869,433,2,4,17,30,,,,,,
1677238,433,3,2,16,5,,,,,,
2049559,433,4,0,14,30,,,,,,
985517,433,5,2,18,9,,,,,,
3194530,433,6,3,18,22,,,,,,
369476,434,1,4,14,,,,,,,
2040864,434,2,1,14,18,,,,,,
696409,434,3,6,14,12,,,,,,
1073729,434,4,6,17,7,,,,,,
484245,434,5,0,14,8,,,,,,
2535701,435,1,1,20,,,,,,,
307888,435,2,1,18,28,,,,,,
2581538,435,3,2,19,8,,,,,,
2861019,435,4,2,19,14,,,,,,
2994883,435,5,2,12,14,,,,,,
378023,435,6,1,14,13,,,,,,
37842,435,7,0,15,13,,,,,,
684200,435,8,1,17,8,,,,,,
935014,435,9,4,17,17,,,,,,
341795,435,10,2,20,12,,,,,,
2391905,435,11,1,20,20,,,,,,
330670,435,12,1,16,7,,,,,,
963136,435,13,0,18,20,,,,,,
1101383,435,14,0,15,14,,,,,,
1063770,436,1,1,8,,,,,,,
1284038,436,2,4,7,10,,,,,,
346390,436,3,3,10,6,,,,,,
1387980,436,4,3,7,21,,,,,,
1056135,436,5,4,10,8,,,,,,
212391,436,6,4,6,14,,,,,,
1826445,436,7,1,6,18,,,,,,
2703275,436,8,3,12,2,,,,,,
1079749,436,9,4,14,8,,,,,,
2787763,436,10,3,9,6,,,,,,
2962810,436,11,1,10,5,,,,,,
3336231,436,12,4,13,3,,,,,,
1118774,436,13,4,12,14,,,,,,
1477295,436,14,2,14,5,,,,,,
3024374,436,15,5,13,10,,,,,,
1501794,436,16,1,9,17,,,,,,
3407461,436,17,1,8,7,,,,,,
3005667,437,1,2,11,,,,,,,
1265184,437,2,4,18,9,,,,,,
2634090,437,3,5,13,15,,,,,,
1558624,437,4,4,12,27,,,,,,
3354495,437,5,2,20,5,,,,,,
1122608,437,6,2,16,14,,,,,,
526202,437,7,4,8,30,,,,,,
1845928,437,8,3,10,20,,,,,,
2769855,437,9,3,11,28,,,,,,
3313655,437,10,5,18,9,,,,,,
1330498,437,11,3,7,19,,,,,,
422128,437,12,0,11,4,,,,,,
2832476,437,13,1,13,15,,,,,,
2769602,437,14,6,8,12,,,,,,
1271466,437,15,0,10,22,,,,,,
222161,437,16,1,16,15,,,,,,
3096272,437,17,5,7,30,,,,,,
2566028,437,18,0,16,9,,,,,,
1471402,437,19,3,17,17,,,,,,
2236871,437,20,3,13,14,,,,,,
2763681,438,1,0,16,,,,,,,
3132819,438,2,5,10,5,,,,,,
2426083,438,3,4,9,6,,,,,,
1261257,438,4,6,19,30,,,,,,
916071,438,5,3,18,4,,,,,,
3420572,438,6,1,15,5,,,,,,
1080346,438,7,3,15,9,,,,,,
226788,438,8,3,20,7,,,,,,
1448014,438,9,3,17,7,,,,,,
1884024,438,10,4,12,8,,,,,,
2336643,438,11,2,16,5,,,,,,
2029736,438,12,5,14,10,,,,,,
63256,439,1,3,12,,,,,,,
216415,439,2,2,16,30,,,,,,
1861152,439,3,1,11,13,,,,,,
3024776,439,4,2,17,8,,,,,,
321342,439,5,0,15,19,,,,,,
1588408,439,6,1,16,22,,,,,,
1420238,439,7,3,11,16,,,,,,
402768,439,8,0,16,30,,,,,,
2307656,439,9,6,17,6,,,,,,
2372519,439,10,2,16,30,,,,,,
1080008,440,1,0,18,,,,,,,
967254,440,2,3,12,10,,,,,,
1582171,440,3,5,14,2,,,,,,
3375372,440,4,4,4,6,,,,,,
602332,440,5,5,9,1,,,,,,
3099372,440,6,1,12,10,,,,,,
808838,440,7,1,9,7,,,,,,
1025866,440,8,5,15,4,,,,,,
224728,440,9,6,10,8,,,,,,
2556562,440,10,2,11,3,,,,,,
927049,440,11,2,9,7,,,,,,
2841143,440,12,1,11,6,,,,,,
469183,440,13,2,12,8,,,,,,
757329,440,14,0,12,12,,,,,,
18331,440,15,2,15,9,,,,,,
1520147,440,16,0,17,12,,,,,,
1753640,440,17,3,13,17,,,,,,
215333,440,18,3,10,21,,,,,,
2247264,440,19,0,17,11,,,,,,
1327694,441,1,4,7,,,,,,,
1703915,441,2,6,9,30,,,,,,
3219971,441,3,2,10,24,,,,,,
370937,441,4,5,7,17,,,,,,
2067961,441,5,0,14,30,,,,,,
3300535,441,6,0,14,14,,,,,,
450448,441,7,6,22,20,,,,,,
2519825,441,8,4,18,5,,,,,,
1918466,441,9,0,8,30,,,,,,
2386318,441,10,6,9,6,,,,,,
1405422,441,11,2,23,10,,,,,,
2332090,441,12,3,8,30,,,,,,
592061,441,13,6,19,30,,,,,,
1083882,441,14,6,18,30,,,,,,
1454689,441,15,3,22,25,,,,,,
1441508,442,1,3,16,,,,,,,
1457420,442,2,5,9,9,,,,,,
2557804,442,3,4,18,20,,,,,,
148178,442,4,3,15,30,,,,,,
3302957,442,5,1,15,30,,,,,,
88228,442,6,5,14,25,,,,,,
1620846,442,7,0,14,9,,,,,,
2608253,442,8,5,14,5,,,,,,
1664911,442,9,0,13,9,,,,,,
1727200,442,10,0,10,21,,,,,,
2546113,442,11,4,12,25,,,,,,
154353,442,12,1,16,30,,,,,,
2623337,442,13,3,11,9,,,,,,
3404566,443,1,5,18,,,,,,,
1187969,443,2,4,20,6,,,,,,
1955127,443,3,4,20,7,,,,,,
2929675,443,4,4,20,14,,,,,,
2038195,443,5,5,19,30,,,,,,
674328,443,6,4,21,30,,,,,,
3173949,443,7,4,21,7,,,,,,
3150348,443,8,4,22,7,,,,,,
3052206,443,9,3,20,6,,,,,,
1908719,443,10,3,14,30,,,,,,
2651333,443,11,4,18,8,,,,,,
2349723,444,1,0,19,,,,,,,
220300,444,2,5,16,5,,,,,,
1648103,444,3,5,18,7,,,,,,
1498960,444,4,5,17,7,,,,,,
1215289,444,5,5,16,7,,,,,,
1744235,444,6,5,16,7,,,,,,
974218,444,7,5,17,7,,,,,,
182206,444,8,5,14,7,,,,,,
1362536,444,9,5,11,7,,,,,,
583754,444,10,5,17,7,,,,,,
2034167,444,11,2,11,4,,,,,,
3364434,444,12,5,17,3,,,,,,
856753,444,13,4,14,6,,,,,,
1814208,444,14,5,17,8,,,,,,
1121933,444,15,2,16,4,,,,,,
2309726,444,16,5,18,10,,,,,,
1630195,444,17,2,9,4,,,,,,
2854017,444,18,5,9,3,,,,,,
3062937,444,19,5,17,7,,,,,,
1995506,444,20,4,9,6,,,,,,
1367984,444,21,5,20,8,,,,,,
2448403,444,22,0,15,9,,,,,,
1600789,444,23,5,17,5,,,,,,
1282512,444,24,5,16,7,,,,,,
1894482,444,25,1,20,3,,,,,,
1541225,444,26,5,16,4,,,,,,
2721237,444,27,5,16,0,,,,,,
2348360,444,28,5,16,7,,,,,,
257067,444,29,0,19,9,,,,,,
1844269,444,30,0,19,0,,,,,,
2705646,444,31,5,18,5,,,,,,
1000003,444,32,5,19,7,,,,,,
1832348,444,33,0,17,2,,,,,,
1193770,444,34,5,18,5,,,,,,
2279881,444,35,6,21,8,,,,,,
321978,444,36,6,22,0,,,,,,
1767114,444,37,0,13,1,,,,,,
2645968,444,38,6,19,6,,,,,,
1001501,444,39,0,9,8,,,,,,
3360100,444,40,5,17,5,,,,,,
2480475,444,41,5,16,7,,,,,,
582330,444,42,5,15,7,,,,,,
113754,444,43,5,10,7,,,,,,
3250362,445,1,3,10,,,,,,,
438960,445,2,1,10,12,,,,,,
1776131,445,3,2,10,15,,,,,,
3057719,445,4,4,10,30,,,,,,
1990335,445,5,1,11,30,,,,,,
656066,446,1,5,16,,,,,,,
2833881,446,2,2,10,30,,,,,,
946109,446,3,3,19,22,,,,,,
1227891,446,4,1,10,30,,,,,,
2347631,446,5,4,19,17,,,,,,
2703661,446,6,0,17,24,,,,,,
2818091,446,7,2,9,9,,,,,,
436886,446,8,1,20,30,,,,,,
1848722,446,9,6,16,30,,,,,,
446923,447,1,5,9,,,,,,,
3235429,447,2,5,15,14,,,,,,
3203362,447,3,5,12,30,,,,,,
1083875,447,4,1,23,10,,,,,,
517215,447,5,1,11,7,,,,,,
668032,447,6,2,7,30,,,,,,
3336152,448,1,0,10,,,,,,,
2849634,448,2,0,17,7,,,,,,
1188334,448,3,6,16,20,,,,,,
1231624,448,4,6,22,7,,,,,,
628786,448,5,6,0,21,,,,,,
943834,448,6,1,17,9,,,,,,
595886,448,7,2,10,1,,,,,,
1409703,448,8,3,10,1,,,,,,
1569251,448,9,1,10,5,,,,,,
1171946,448,10,1,10,0,,,,,,
964110,448,11,0,9,6,,,,,,
968982,448,12,1,21,8,,,,,,
2567758,448,13,6,23,5,,,,,,
2757679,448,14,6,11,14,,,,,,
729434,448,15,2,19,10,,,,,,
58281,448,16,0,10,12,,,,,,
3058946,448,17,1,10,1,,,,,,
706338,448,18,0,9,6,,,,,,
702296,448,19,0,9,0,,,,,,
1118191,448,20,0,8,14,,,,,,
462929,448,21,0,11,7,,,,,,
2217236,448,22,1,7,8,,,,,,
849395,448,23,1,18,7,,,,,,
2961580,448,24,0,20,27,,,,,,
3092763,448,25,6,23,6,,,,,,
64153,448,26,3,20,4,,,,,,
554599,448,27,0,13,30,,,,,,
2389640,448,28,0,12,21,,,,,,
302059,448,29,6,22,30,,,,,,
1870421,448,30,1,17,23,,,,,,
2940866,448,31,6,20,5,,,,,,
1297604,448,32,0,9,8,,,,,,
3021529,448,33,0,13,7,,,,,,
1110720,448,34,6,22,6,,,,,,
2070896,449,1,2,17,,,,,,,
986033,449,2,0,17,12,,,,,,
1888551,449,3,3,18,17,,,,,,
916073,449,4,3,16,7,,,,,,
1498285,449,5,4,15,15,,,,,,
1503279,449,6,2,12,19,,,,,,
1561865,449,7,3,16,8,,,,,,
3203387,449,8,6,17,3,,,,,,
343472,449,9,0,11,30,,,,,,
2432936,449,10,2,16,2,,,,,,
1851642,449,11,1,15,20,,,,,,
84427,449,12,5,17,4,,,,,,
2733429,449,13,5,17,7,,,,,,
1407825,449,14,3,16,5,,,,,,
1528982,449,15,6,19,3,,,,,,
217247,449,16,0,18,8,,,,,,
3025891,449,17,4,14,11,,,,,,
2086881,449,18,2,12,5,,,,,,
393772,449,19,0,10,5,,,,,,
2352320,449,20,0,13,14,,,,,,
2010842,449,21,3,14,17,,,,,,
3244965,449,22,4,18,1,,,,,,
301775,450,1,3,11,,,,,,,
2558477,450,2,3,11,0,,,,,,
1535848,450,3,1,23,19,,,,,,
1737710,450,4,5,9,11,,,,,,
1562969,450,5,0,9,30,,,,,,
795808,450,6,1,8,8,,,,,,
2814680,450,7,4,7,30,,,,,,
756001,450,8,1,7,11,,,,,,
3327334,450,9,4,14,17,,,,,,
2679930,450,10,6,11,9,,,,,,
275820,450,11,5,14,20,,,,,,
3155000,450,12,3,15,30,,,,,,
3088495,450,13,0,12,18,,,,,,
2540532,450,14,1,14,1,,,,,,
605293,450,15,1,15,14,,,,,,
996450,450,16,0,14,13,,,,,,
1072852,450,17,0,14,28,,,,,,
2730481,450,18,5,16,26,,,,,,
1534622,451,1,2,17,,,,,,,
2048676,451,2,1,18,30,,,,,,
265764,451,3,1,17,21,,,,,,
2519837,451,4,2,16,29,,,,,,
2456488,451,5,2,9,14,,,,,,
1929220,451,6,1,10,13,,,,,,
2559386,451,7,5,10,11,,,,,,
456815,451,8,1,14,10,,,,,,
2851602,451,9,5,14,4,,,,,,
2379184,451,10,3,13,5,,,,,,
3131726,451,11,4,13,15,,,,,,
642910,451,12,4,15,7,,,,,,
266306,451,13,5,10,8,,,,,,
3065986,451,14,5,14,7,,,,,,
1416573,451,15,5,10,7,,,,,,
4890,451,16,2,8,4,,,,,,
2621075,451,17,1,11,13,,,,,,
1610977,451,18,2,9,1,,,,,,
2032409,451,19,3,9,8,,,,,,
3414050,451,20,2,12,6,,,,,,
99333,451,21,2,8,7,,,,,,
2801037,451,22,2,10,7,,,,,,
598252,451,23,2,9,7,,,,,,
1824013,451,24,3,10,8,,,,,,
530765,451,25,1,9,12,,,,,,
251841,451,26,2,10,1,,,,,,
2599265,451,27,3,9,8,,,,,,
3406808,451,28,1,9,5,,,,,,
956746,451,29,4,9,3,,,,,,
168077,451,30,4,10,7,,,,,,
1656634,451,31,2,10,5,,,,,,
466465,451,32,3,13,8,,,,,,
1032696,451,33,2,9,6,,,,,,
2989369,452,1,2,22,,,,,,,
763308,452,2,1,14,27,,,,,,
1585919,452,3,1,16,0,,,,,,
1650592,452,4,0,11,6,,,,,,
328609,452,5,1,17,1,,,,,,
1498343,452,6,1,22,7,,,,,,
566680,452,7,4,12,3,,,,,,
3113874,452,8,1,12,4,,,,,,
1227221,452,9,3,19,2,,,,,,
1492974,452,10,0,14,4,,,,,,
886089,452,11,0,15,0,,,,,,
3301833,452,12,2,21,2,,,,,,
423793,452,13,1,23,6,,,,,,
2382617,452,14,1,10,7,,,,,,
2654722,452,15,1,10,0,,,,,,
646320,452,16,0,22,13,,,,,,
353064,452,17,2,23,2,,,,,,
1815773,452,18,1,16,13,,,,,,
2450643,452,19,3,17,2,,,,,,
1547306,452,20,1,10,5,,,,,,
267597,452,21,1,16,7,,,,,,
2675868,452,22,3,21,2,,,,,,
977369,452,23,0,18,4,,,,,,
227625,452,24,2,19,2,,,,,,
1439514,452,25,0,20,19,,,,,,
2516692,453,1,1,9,,,,,,,
804464,453,2,2,14,8,,,,,,
602691,453,3,4,8,9,,,,,,
1402002,453,4,6,16,9,,,,,,
3070417,453,5,6,10,21,,,,,,
1049173,453,6,0,15,15,,,,,,
2784506,453,7,0,11,7,,,,,,
18663,453,8,3,14,30,,,,,,
1400448,453,9,6,9,3,,,,,,
3179308,453,10,3,8,25,,,,,,
1472235,453,11,0,19,30,,,,,,
383555,453,12,0,22,30,,,,,,
1532951,453,13,1,7,30,,,,,,
1881413,453,14,1,9,21,,,,,,
3259439,454,1,0,16,,,,,,,
2394864,454,2,6,16,20,,,,,,
1508873,454,3,1,14,16,,,,,,
1398067,454,4,4,18,10,,,,,,
423668,454,5,6,14,9,,,,,,
219433,454,6,1,14,9,,,,,,
2558140,454,7,4,19,3,,,,,,
1610417,454,8,0,15,3,,,,,,
1717912,454,9,5,16,5,,,,,,
153549,454,10,4,15,6,,,,,,
2359570,454,11,1,15,4,,,,,,
493132,454,12,5,14,4,,,,,,
2836396,454,13,0,19,2,,,,,,
3195247,454,14,5,15,5,,,,,,
457468,454,15,5,14,7,,,,,,
1611788,454,16,4,14,6,,,,,,
2260098,454,17,4,14,7,,,,,,
2655093,454,18,4,14,7,,,,,,
1321690,454,19,1,14,4,,,,,,
2117567,454,20,5,19,4,,,,,,
102306,454,21,2,14,4,,,,,,
3302226,454,22,3,16,8,,,,,,
1849327,454,23,2,13,6,,,,,,
394894,454,24,6,15,4,,,,,,
2801235,454,25,6,12,7,,,,,,
653121,454,26,3,15,11,,,,,,
3397486,454,27,6,13,3,,,,,,
